uuid,level,name,std2.8.0,std2.9.0,std2.9.0(%),std3.0.1,std3.0.1(%)
05-3822e6a934013176eea4c86dfe343669,5,log_const_adc_nrfx_saadc,8,8,0.0,8,0.0
05-38355f2b362ede26247467bb6ea35bfa,5,uarte_nrfx_poll_in,38,38,0.0,38,0.0
05-393373403a78d02c8de416df704dfc67,5,__pinctrl_state_pins_0__device_dts_ord_109,,,,16,
05-39611389d8338ebb024672135eaedb71,5,__init___device_dts_ord_10,8,8,0.0,8,0.0
05-39de964db66b17f133122525a59100c3,5,spi_nrfx_driver_api,8,8,0.0,8,0.0
05-3b2ab53730c3cb050313332581a550d4,5,__devstate_dts_ord_65,2,2,0.0,,
05-3d1a8eb668d0172d6bb2e41cf7d59420,5,__pinctrl_state_pins_0__device_dts_ord_76,8,8,0.0,,
05-3f3420183b97e7fc70787329e87ae271,5,__devstate_dts_ord_57,2,2,0.0,,
05-3f5dda6a9d5496ed6f989edffca1d005,5,gpio_nrfx_init,84,84,0.0,84,0.0
05-411f822017e8c2a440ad181acfe50efb,5,fem,18,18,0.0,18,0.0
05-4138286011595231471301e4e7239b2f,5,__devstate_dts_ord_127,,2,,,
05-418ef6beeb49833e8cd101b4c37b379f,5,irq_connect00,10,10,0.0,10,0.0
05-4386320aeb2fc998b22dee1496aed18e,5,flash_nor_parameters,8,8,0.0,8,0.0
05-44327b4eaa50508e8f1ad7ba722e7cb4,5,__pinctrl_states__device_dts_ord_87,8,,,,
05-44af64d966dbd1f87be14f05ab28fb38,5,__pinctrl_state_pins_0__device_dts_ord_124,,,,12,
05-44d54a1b7d3d213b87c1cfbb1472b24c,5,__printk_hook_install,12,12,0.0,12,0.0
05-4527790f301c55e12e9d9eacd6049ff0,5,spi_00z_config,76,76,0.0,76,0.0
05-46714a2817cfe589f210a800b5301ab1,5,gpio_nrfx_pin_configure,400,400,0.0,400,0.0
05-46bd473590fe0d7091266ed75f84acf6,5,uarte_20z_config,40,40,0.0,44,10.0
05-478de796f419b2bef1c43abc108482c5,5,gpio_nrfx_drv_api_funcs,36,36,0.0,36,0.0
05-47af5fb9f32eb8727c040bb61baa04a9,5,i2c_nrfx_twim_msg_transfer,,120,,120,0
05-48bda291f8ff31a84a2469b42d7343df,5,__pinctrl_state_pins_0__device_dts_ord_96,,,,12,
05-48e7f06b44ab9706cc21a1eba3626888,5,entropy_psa_crypto_rng_init,16,16,0.0,16,0.0
05-4957ae9c9e75830a21f98e998fe72d7d,5,log_const_cbprintf_package,8,8,0.0,8,0.0
05-49a0254132603121c240a2533d1a38ea,5,z_thread_entry,52,52,0.0,52,0.0
05-4a277b26fc72c2d2e9f1643b13d15687,5,nrf_rram_write,18,18,0.0,18,0.0
05-4b7cd600678d1048df79bc82f31f0aba,5,__pinctrl_dev_config__device_dts_ord_57,12,12,0.0,,
05-4b9a736d64b0d749a6fe190316520c5e,5,pwm_nrfx_get_cycles_per_sec,12,12,0.0,12,0.0
05-4ba36ce0c1a3ae1f2b323a679baafe1e,5,settings_zms.c,666,666,0.0,1282,92.49
05-4bd611b37c10d00884b0cee9c8db04dd,5,sys_heap_aligned_alloc,264,264,0.0,264,0.0
05-4d054159d1d356551c49ac0c0e22ba9c,5,__init___device_dts_ord_124,,,,8,
05-4e18480d10888af344101e57f6452ec2,5,i2c_nrfx_twim_configure,60,60,0.0,60,0.0
05-4e9c2fdc9e3a954b525a147542743848,5,__devstate_dts_ord_10,2,2,0.0,2,0.0
05-4ed14b000bfc469663fd87b2801141a0,5,acquire_device.isra.0,12,12,0.0,12,0.0
05-4f72ae6c87fa86cb7ae979581efae3c9,5,uart_console_init,40,40,0.0,40,0.0
05-50d4be268990d95c75f687fa98ffff53,5,log_const_uart_nrfx_uarte,8,8,0.0,8,0.0
05-50f4eb52b40665a5a3adf19727a793e1,5,__pinctrl_states__device_dts_ord_122,,8,,,
05-50f5a7a364340815100ace3a42f92650,5,spi_context_get_next_buf.constprop.0,38,38,0.0,38,0.0
05-51599235855b68683afd791e17fdc7ff,5,_spi_context_cs_control,66,66,0.0,66,0.0
05-515d51483682540de611290dd27db585,5,__init___device_dts_ord_64,8,8,0.0,8,0.0
05-51e282ecb968fe77c46b7f5becdfe9b0,5,crc8_ccitt_small_table,16,16,0.0,16,0.0
05-5401cee8e8377afe7a5c72a108188443,5,nrf_rram_init,40,40,0.0,40,0.0
05-549b1024a6c9696faace2ee8be004310,5,net_buf_frag_insert,76,76,0.0,76,0.0
05-54c1c6256bad1123118530cb2b589258,5,set_chunk_used,48,48,0.0,48,0.0
05-5536ae174681de31bde6c10102fc6650,5,__pinctrl_state_pins_0__device_dts_ord_99,16,,,,
05-55729ecc684c7389ade48f849f43d315,5,i2c_nrfx_twim_exclusive_access_acquire,,,,6,
05-557db6242519534a5962472cdbf5db98,5,i2c_nrfx_twim_common_init,,76,,76,0
05-562aefd4224610f42c5731b16ec78a89,5,nrf_write,132,132,0.0,132,0.0
05-57dfcbebd2cec95e5c40ef318e5256c5,5,data.c,8,8,0.0,8,0.0
05-58a2619605e91a482911ced329d44ca8,5,event_handler,204,204,0.0,204,0.0
05-591febb60f779eccd660c80d59c1b21e,5,settings.c,600,600,0.0,684,14.0
05-594c103f2c6e04c3d8ab059f031e0c1a,5,controller,3990,3990,0.0,3164,-20.7
05-5981e9feed78251dfb88a9c8396ef76e,5,twim_22z_config,44,48,9.09,48,9.09
05-5a549bb3582074e7d63bc74297522fc2,5,id.c,2316,2316,0.0,2332,0.69
05-5a75b153c6f34cf90d5af8093ff134d5,5,adc_nrfx_channel_setup,320,320,0.0,328,2.5
05-5b557abc37cb48b5c1253647047a964d,5,free_chunk,132,132,0.0,132,0.0
05-5dc930e9731a9022d1f1800de5e7e241,5,__pinctrl_dev_config__device_dts_ord_56,,,,12,
05-5e527e792736cadf7c914c8a2f1a0397,5,vprintk,48,48,0.0,48,0.0
05-5e59c841747e03f1ad800c49bfc82d51,5,__pinctrl_state_pins_0__device_dts_ord_56,,,,4,
05-5f3643b378fae6011a832efdaa71e663,5,nrf_rram_erase,8,8,0.0,8,0.0
05-5fb9956d0fd977f632b1424a3c8c269c,5,__devstate_dts_ord_96,,,,2,
05-600e29aabd1da6535cbd5af06e810c79,5,alloc_chunk,116,116,0.0,116,0.0
05-603d8cc8064f5e8580a85428d24be750,5,exit.c,,,,16,
05-6089a37c3951800d003d1611aa238c89,5,__init___device_dts_ord_99,8,,,,
05-611150f83d7020b32ac0f60efcc946a8,5,adc_nrfx_driver_api,12,12,0.0,12,0.0
05-6235b3c2bfd1ab942d2cd8e174deb35a,5,net_buf_simple_add,56,56,0.0,56,0.0
05-6329b7c0f6d76519020197312014c7ba,5,net_buf_id,36,36,0.0,36,0.0
05-63c81ca662d410aaaf1b8892149cbee6,5,sys_heap_init,268,268,0.0,268,0.0
05-63d1be028fe6ede7cb9c38e0afd33bb7,5,mpsl_work.h,56,56,0.0,56,0.0
05-64b7321e472e0fe85ffaa978c2fd9b00,5,spi_nor_erase,280,280,0.0,280,0.0
05-6533e92dc55270211ef3cad5fd650d76,5,i2c_nrfx_twim_recover_bus,60,64,6.67,64,6.67
05-661aec08e659adda7e52282959ac3c1e,5,nrf_rram_get_size,,,,16,
05-67556d4ef061f61d24864753e20bacd7,5,spi_21z_config,76,76,0.0,76,0.0
05-67875844ce83433ef01388f2f9c5e2f3,5,__pinctrl_states__device_dts_ord_56,,,,8,
05-68d4a105410431774e30ed817c5e0e63,5,blocking_start_callback,6,6,0.0,6,0.0
05-68e7adfb2ce2e3dbcfbac00c0b3f0668,5,uart_nrfx_uarte_driver_api,12,12,0.0,12,0.0
05-6a0eb3fc7802ad011cf878bff65ad3e5,5,sys_heap_alloc,100,100,0.0,100,0.0
05-6a8353d7a9269456d759cacbb236f4d0,5,atomic_builtin.h,150,150,0.0,150,0.0
05-6ae03908869584f7682bc534549a1e45,5,gatt_pool.c,936,936,0.0,984,5.13
05-6c15e23686120ca5ba8b086461bd4c10,5,__pinctrl_dev_config__device_dts_ord_77,,,,12,
05-6c85044d4799be8fb2c43b20de3bc04f,5,log_const_i2c,8,8,0.0,8,0.0
05-6ce5bb4dbd940b828fa496317a1b0878,5,banner.c,28,28,0.0,28,0.0
05-6e45e21c8b19907fbc2499f7ca50f925,5,net_buf_pool_get,16,16,0.0,16,0.0
05-6e85843a5d2f377c6eccc015209167f8,5,entropy_psa_crypto_rng_get_entropy,20,20,0.0,20,0.0
05-6eacbbad75ba7c565deb0b36637faa6c,5,transfer_next_chunk,208,208,0.0,208,0.0
05-6eef051a28f65218942eda7c5aa2d56d,5,__devstate_dts_ord_64,2,2,0.0,2,0.0
05-6f371269c6db27c5f47c3ef8ed039216,5,__devstate_dts_ord_95,,2,,,
05-6f7e8cc024f946f5a28e35deac10398d,5,spi_nor_read,64,64,0.0,64,0.0
05-709062bbcb9ab20a8111e73bd67e1c7b,5,__pinctrl_state_pins_0__device_dts_ord_114,12,,,,
05-709e3c75f2182b1065fcda73f1ac3543,5,byteorder.h,204,204,0.0,204,0.0
05-70cbd484a62adb62adbb9ad3ff47d4e4,5,last_id,,,,4,
05-74af9af3aa23ab0e1fd83760c7700d45,5,entropy_psa_crypto_rng_api,8,8,0.0,8,0.0
05-74fe028e1cf2682f24d1337d8225e72f,5,att.c,6804,6828,0.35,6892,1.29
05-754a4490a5684b1805612748ec442ff2,5,__init___device_dts_ord_87,8,,,,
05-779f8a3a8c60f325a2171a2653d27f6e,5,zephyr,12,12,0.0,40,233.33
05-77a17c0b87af48fee753fee27bacc6fb,5,uarte_nrfx_isr_int,10,10,0.0,10,0.0
05-786aeff88772f75023e41d49615e315c,5,nrfx_glue.c,6,6,0.0,6,0.0
05-78cd09f518a91c41f529bdf3860ef354,5,async_start,90,90,0.0,90,0.0
05-79444f643e1617fc1e3552441254a6be,5,pwm_nrfx_init20,184,184,0.0,184,0.0
05-7bd4f8f69ef20866551538c6ec74a412,5,free_list_remove,46,46,0.0,46,0.0
05-7e31a9ac8b083d4877c9778a43d8db61,5,assert_post_action,18,18,0.0,18,0.0
05-7e5a94bff396dcd7b4845cc063cc1561,5,__devstate_dts_ord_4,2,2,0.0,2,0.0
05-7e65c9f31469e7fe56ae529a2d68637f,5,split_chunks,78,78,0.0,78,0.0
05-7eab156de3d11ee5f8d19d35a36a8890,5,sys_clock_timeout_handler,72,72,0.0,72,0.0
05-7fbbcb70e0ff3d25fbe53636940c1e22,5,__pinctrl_state_pins_0__device_dts_ord_95,,12,,,
05-805c22509ecf67dec808189d07216223,5,gpio_nrfx_port_get_raw,12,12,0.0,12,0.0
05-80f69985a2a90541f6b50c49f4d2c8a3,5,net_buf_frag_last,48,48,0.0,48,0.0
05-815080b86cdc85893d9ae78f2a1c3bca,5,char_out,12,12,0.0,12,0.0
05-8164dc0100782707e31bbb9e4790017d,5,zms.c,3838,3838,0.0,3682,-4.06
05-826a8053c86e3b06e2057e37a6fb4dbd,5,free_list_add,132,132,0.0,132,0.0
05-83322423bf095bac81c447f7dd452ad1,5,u8_to_dec,82,82,0.0,82,0.0
05-835df747565e79f1992a05395713dcf8,5,fixed_data_alloc,36,36,0.0,36,0.0
05-838ea2ad360989b43b597ee782487234,5,z_nrf_clock_control_lf_on,300,296,-1.33,296,-1.33
05-83b415051e524ae94d2bff4f2cbc4c89,5,gpio_nrfx_p1_cfg,24,24,0.0,24,0.0
05-87a44001cb783dcc6a3f7c5436a14d2a,5,__init___device_dts_ord_107,,8,,,
05-87afcd1ab3ccf143fd42cab1d42f0940,5,clock_event_handler,84,84,0.0,84,0.0
05-885f1b72e9f2a9b51a6e43c875ecf955,5,spi_nor_rdsr,34,34,0.0,34,0.0
05-88b9d1373c2300f5ae19510b871b4f10,5,net_buf_slist_get,144,144,0.0,144,0.0
05-89599dfb3ca3802c7110a55f92f3b144,5,tls.c,64,64,0.0,64,0.0
05-8a53ad4d86266210467be08905ffdaa4,5,bt_crypto.c,542,542,0.0,542,0.0
05-8a616c39963a99ee207c7a222dfe4a6a,5,gatt.h,44,44,0.0,44,0.0
05-8a8cad5594ab231b2f7cae075fd56a59,5,__pinctrl_dev_config__device_dts_ord_76,12,12,0.0,,
05-8a97a2266a2751fb4967e9ccc4f50157,5,mpu,1270,1270,0.0,1270,0.0
05-8b3dae479e90c249a78334a1f2d0efd6,5,configs.c,2,2,0.0,2,0.0
05-8bec83c33b47e27e70d888ba421c01b1,5,rram_write,72,72,0.0,72,0.0
05-8c077dc328c80b674b2f5098b3cee9d5,5,chunk_field,22,22,0.0,22,0.0
05-8c08a5c7d33dc076a0f6d5958e453881,5,onoff_manager_init,38,38,0.0,38,0.0
05-8de87613ee8418376f3baf5fff9d0140,5,log_const_spi_nrfx_spim,8,8,0.0,8,0.0
05-8e0c57c2f5cbe18b4fd2ffe28a0612bf,5,irq_connect21,10,10,0.0,10,0.0
05-8e3546708fbe52177d5b010af7b45469,5,bt_crypto_psa.c,,,,140,
05-8e4389327718b33af1bb4cadfab3be6b,5,__devstate_dts_ord_109,,,,2,
05-8e80d848d84dc76946f764e87ad051c1,5,addr.h,180,180,0.0,180,0.0
05-8e842a66456b6e93f2b1da922f1f1c8e,5,flash_map_layout.c,164,164,0.0,170,3.66
05-8ee5e438a11dbdf022ffc22dd72da72e,5,__init___device_dts_ord_23,,,,8,
05-8f91fbedf52eaed1f4cc1623a1c55821,5,_char_out,4,4,0.0,4,0.0
05-8fe6ff2222eecfc2dfa9866f24dadb6d,5,logi_reference,3092,3092,0.0,3112,0.65
05-90885e828dec6440cd63177e5f846927,5,__devstate_dts_ord_3,2,2,0.0,2,0.0
05-90a81daefdfc23f7c59c65f689ccb8c8,5,__init___device_dts_ord_12,8,8,0.0,8,0.0
05-91dc02c92d284d35edfd34b59d1eefc7,5,uarte_nrfx_poll_out,180,180,0.0,180,0.0
05-9251ddbe311aee856fd77a15afcbff6e,5,__pinctrl_states__device_dts_ord_95,,8,,,
05-928bf45cb5019b4ad71f64f60fae6640,5,clk_init,92,92,0.0,92,0.0
05-9398504ce67133a47701811500ea287c,5,long_wq.c,88,88,0.0,100,13.64
05-94669c3521b75698e80ab414dbd480dc,5,gpio_nrfx_p0_cfg,24,24,0.0,24,0.0
05-95cf904003d6818248b1fbe16b7c14cf,5,__init___device_dts_ord_119,8,,,,
05-96930579847210fe7b11acce40c4fc47,5,sys_clock_set_timeout,92,92,0.0,92,0.0
05-9751fae7a6c70b2efc3b391a92e1963e,5,atomic.h,182,182,0.0,182,0.0
05-97831a6eb11a15f7a25a4141e2c475ac,5,gatt.c,8966,8966,0.0,9098,1.47
05-97e9185279eb268e84f482d7bf3430b3,5,log_const_i2c_nrfx_twim,8,8,0.0,8,0.0
05-981b7c7a3d368caeed04eda17090d294,5,__devstate_dts_ord_12,2,2,0.0,2,0.0
05-98746e391988360c6f3b9e13ec0171ed,5,spi_21_data,120,120,0.0,120,0.0
05-98b71c8b8ca7b8785552b6c4d85ba4e4,5,pinctrl_lookup_state,38,38,0.0,38,0.0
05-9ac6f6737f077cbf323f390746e0998c,5,net_buf_simple_headroom,8,8,0.0,8,0.0
05-9ad1b7f1fbe30ac0d38cb7f59b7ea2d0,5,log_const_net_buf,8,8,0.0,8,0.0
05-9b4db8bab6323fd123df32e6b8113ae6,5,spi_nor_wait_until_ready,58,58,0.0,58,0.0
05-9ba1a156c214e51d91f4ebd25c053097,5,pwm_nrfx_20_config,64,64,0.0,64,0.0
05-9c5a8bc935b2e0a64fdf833f4e72487a,5,net_buf_simple_clone,14,14,0.0,14,0.0
05-9e7dd7194bcc8f47dac28537264a4941,5,net_buf_simple_add_u8,14,14,0.0,14,0.0
05-9e9fade9d3c78f6b72965c09224738a0,5,dis.c,243,243,0.0,243,0.0
05-9f04705cc208a4563653860cda184563,5,__devstate_dts_ord_77,,,,2,
05-9fa180bcc8517a30f3480c6ceece8014,5,spi_nrfx_transceive,896,896,0.0,896,0.0
05-9fac2d0e63ed25eeffe554bfef68e02f,5,net_buf_destroy,56,56,0.0,48,-14.29
05-a08c104c478a88da53b7d0ae2d70289b,5,sys_heap_free,116,116,0.0,116,0.0
05-a214f8dae9f5864e512f77c005c9e679,5,conn_ctx.c,584,584,0.0,584,0.0
05-a25a7544dd55646b231ad0a107d7e366,5,__pinctrl_dev_config__device_dts_ord_124,,,,12,
05-a2978cca3f8039d37cc97ae8c470872f,5,exit_dpd,162,162,0.0,162,0.0
05-a30223bf03ce5ffdd2ba113236fc71e8,5,__devstate_dts_ord_125,,,,2,
05-a3a44173041ffeb8208b918b66339a9a,5,__pinctrl_states__device_dts_ord_99,8,,,,
05-a3b28e2d935480c22bdb4846f1bcc341,5,settings_store.c,286,286,0.0,262,-8.39
05-a45931aff4ded677e7178b138604bf08,5,net_buf_alloc_len,428,428,0.0,392,-8.41
05-a5d05725344d836fd232e2c8728184eb,5,api_stop,6,6,0.0,6,0.0
05-a6470f35c76bd19cbb15d7306c473506,5,process_recheck,56,56,0.0,56,0.0
05-a69b1931897fc94844748e5949833275,5,onoff_stop,40,40,0.0,40,0.0
05-a6e98bca155e2814311ef459389014f5,5,flash_get_page_info,98,98,0.0,98,0.0
05-a7bdae24f305e262461b6f5603d1ce0f,5,__init___device_dts_ord_127,,8,,,
05-a8d17f83f0b408a620e8acbf4eba099b,5,spi_nor_init,644,644,0.0,644,0.0
05-a8efcb9207377a41dcfb860bf6f8f19a,5,adc_context_start_sampling,28,28,0.0,28,0.0
05-a950af1aaf3ff19f42e617a68e6d62cf,5,z_impl_flash_get_page_info_by_offs,8,8,0.0,8,0.0
05-a97a7925f11e7dc999932ffc3e3921b3,5,__devstate_dts_ord_56,,,,2,
05-a9f55f7fcb9cb447f152c9128faea88f,5,gpio.h,608,608,0.0,608,0.0
05-aa1f1aed3254d2a946dfe1a66edb6f66,5,cache_instr_enable,16,16,0.0,16,0.0
05-ab0544d02f0b221419ff240a526bf81b,5,entropy_bt_init,4,4,0.0,4,0.0
05-ab8dc336a563293978ce8e7932d0341b,5,api_blocking_start,60,60,0.0,60,0.0
05-abc85da081742aa57c4a943f9e742103,5,_OffsetAbsSyms,2,2,0.0,2,0.0
05-abe2e6cb5ef07f4cfeadb2233bf6fac9,5,fixed_data_unref,2,2,0.0,2,0.0
05-abf969df36ed1c8ba7e97c29b6b1b306,5,flash_map_partition_manager.c,152,152,0.0,152,0.0
05-ac53b51feff6d28dfe973d9b203bbb99,5,onoff_started_callback,12,12,0.0,12,0.0
05-ad407d1c40f77187e92ca09a8f7c115b,5,release_device.isra.0,4,4,0.0,4,0.0
05-ad7435ccb7e891c2e93946f661f74558,5,write_op,88,88,0.0,88,0.0
05-ade4453f65f18c45d036abcd0a08582c,5,l2cap.c,1490,1506,1.07,1548,3.89
05-ae48e0319ff667b6b9dfaadbc4d1f04c,5,entropy_bt_api,8,8,0.0,8,0.0
05-ae88474eccb46d22663119870e935b7c,5,__devstate_dts_ord_119,2,,,,
05-ae8a32379feb059f7b98dfce1f694800,5,log_const_spi_nor,8,8,0.0,8,0.0
05-b1f72ede2dad48a7c1f77b6fe45619fd,5,log_const_flash,8,8,0.0,8,0.0
05-b26e805ab8357db651a9f4b3cf17de51,5,multithreading_lock.c,48,48,0.0,48,0.0
05-b2bb73b57b383cc202473eb5e20ea641,5,assert_print,26,26,0.0,26,0.0
05-b374accbeeeb4fa765f06151a277715b,5,gpio_nrfx_manage_callback,128,128,0.0,128,0.0
05-b4b1ecfbe68cb96e89c3b9f3bf66a5c0,5,__init___device_dts_ord_24,8,8,0.0,,
05-b4d224704b9c070e6f147144d7458004,5,__init___device_dts_ord_95,,8,,,
05-b4f2d7f3cf717e5f0851becf55529171,5,__pinctrl_state_pins_0__device_dts_ord_107,,16,,,
05-b594372b6ab868b30c392a8d9d1008e1,5,__pinctrl_dev_config__device_dts_ord_99,12,,,,
05-b59b5e25042f763b0db2e4caeaebe5fe,5,__init___device_dts_ord_4,8,8,0.0,8,0.0
05-b5fbfa20ad6e7c58caeecf1252d18ec5,5,spi_nrfx_release,36,36,0.0,36,0.0
05-b7556d8722bbe9cb0c8ec5a7634cb02c,5,__pinctrl_dev_config__device_dts_ord_87,12,,,,
05-b7e78742759c216d6fdaff024edaf41e,5,uuid.c,293,293,0.0,293,0.0
05-b84fdd67512163a21c164cfa24f55e9b,5,adv.c,1954,1954,0.0,1954,0.0
05-b984df657ccb60f706a50c620659022e,5,dk_buttons_and_leds.c,1376,1376,0.0,1368,-0.58
05-bcf555e766261c254a9c3b2d416789d3,5,sys_clock_driver_init,108,108,0.0,108,0.0
05-bd29e06856eeb7eca5aedf30713f6608,5,system_clock_channel_data,12,12,0.0,12,0.0
05-bd89d33cb6976ee33454b0f0fd1deb2d,5,spi_context_unlock_unconditionally,32,32,0.0,32,0.0
05-bde06116916d1a14a6d45d31c5f21f13,5,net_buf_frag_add,64,64,0.0,64,0.0
05-bf3783a9670ab998c50ef055a3f6fa8c,5,pwm_nrfx_drv_api_funcs,8,8,0.0,8,0.0
05-bf5cb98e71629bf3fadf28dc566770eb,5,saadc_psels,48,48,0.0,48,0.0
05-bf9e3c21a24d9d5a3de1ffb33d6efe5d,5,m_data,176,176,0.0,176,0.0
05-c0352d34afa9ca3ee2ad335f2a3fc82d,5,__init___device_dts_ord_114,8,,,,
05-c09dcbc9001acd6eee15b3c1c44e7171,5,gpio_nrfx_port_clear_bits_raw,10,10,0.0,10,0.0
05-c107832deff789fa35d94f4ae7027ac8,5,__devstate_dts_ord_87,2,,,,
05-c1560c269bdffd071c7c2538e9b0bbab,5,i2c_nrfx_twim_init,104,38,-63.46,38,-63.46
05-c183de47002ca6ac79b623490283fa14,5,api_start,14,14,0.0,14,0.0
05-c4f934b276e496cae7a672f832c031f6,5,slist.h,144,144,0.0,144,0.0
05-c52d6343aed64abaa6c85a178f809f68,5,net_buf_frags_len,16,16,0.0,16,0.0
05-c62c15d461b218f1c61ad29c7a1041c4,5,dlist.h,16,16,0.0,16,0.0
05-c6a554727238b39a04577bd379ccd251,5,onoff_start,60,60,0.0,60,0.0
05-c6f07c27f365d154a566bb945bbb11f9,5,rpa.c,106,106,0.0,106,0.0
05-c76608fc65c3b715e821fcd8975b5fec,5,__devstate_dts_ord_99,2,,,,
05-c846717714be0f48e69670efec6ca179,5,smp.c,7785,7785,0.0,6286,-19.25
05-ca10ab8f88d78a842e68ad04a30f0c46,5,log_const_cache_nrfx,8,8,0.0,8,0.0
05-ca273a21fc8a4ffa128a374aa0a3f3b5,5,settings_init.c,60,60,0.0,60,0.0
05-ca6450937e576b9641e9fdb222077511,5,spi_00_data,120,120,0.0,120,0.0
05-cc596179430a091d19b6d3300a62adb8,5,__init___device_dts_ord_109,,,,8,
05-ccc583591c0cd5997043ce8f6dac59cf,5,cortex_m,1972,1972,0.0,1844,-6.49
05-cd43891de8f87c554cb1ef196919aaa7,5,__pinctrl_states__device_dts_ord_96,,,,8,
05-cdd0fda2b4620bf5a2153b08ac86933b,5,onoff_request,264,264,0.0,264,0.0
05-ce3ecf92e2ae4e9b22993dc3ad19cce8,5,spi_nrfx_init,316,316,0.0,308,-2.53
05-ce76eb6f69f6224be6aee16ec6264ef9,5,z_swap_irqlock,,,,52,
05-cea831803bf57af9c65e898ff888995c,5,finish_transaction,34,34,0.0,34,0.0
05-cf391fa5dd4b9b25df8b9b393df876a6,5,stdio.c,,,,66,
05-cfa6b6319a97a43c56f6f001d521057b,5,net_buf_simple_push,56,56,0.0,56,0.0
05-cfde2f5c682aa2c9d036e6dd2f24030c,5,generic_hfclk_stop,52,52,0.0,52,0.0
05-d1085416402d4ee98a0f4d91ef6898a7,5,flash_nor_get_parameters,8,8,0.0,8,0.0
05-d16e70e31fd56c57dc5b0f0bf1c9d414,5,validate_args,32,32,0.0,32,0.0
05-d178ce9f1aa73f9c7fce37a38c3643c4,5,spi_nrfx_wake_init,96,96,0.0,96,0.0
05-d3151f4a8ef76af2693f909a26b0a8f9,5,lfclk_stop,6,6,0.0,6,0.0
05-d3173adb87f0a76cd13e289fe1d3f19d,5,net_buf_simple_pull_mem,52,52,0.0,52,0.0
05-d436eb0fd9de10b54a828ce6435f7e81,5,include,26,26,0.0,72,176.92
05-d48072853a82be2b43d5af26d8276885,5,buf.c,642,642,0.0,670,4.36
05-d4bf3d4d7ae9b9af1d34f2aa2f8a9867,5,__pinctrl_dev_config__device_dts_ord_122,,12,,,
05-d508acda2dba68d201632409159526a3,5,gpio_nrfx_port_set_masked_raw,20,20,0.0,20,0.0
05-d521f765a49c72507257a2620612ee96,5,library,724,724,0.0,836,15.47
05-d558602b459fa3fe6841549ab4185fbc,5,__init_xoshiro128_initialize,8,8,0.0,8,0.0
05-d55f25f16a55b3a8f8bf9811d534ab5e,5,__pinctrl_dev_config__device_dts_ord_107,,12,,,
05-d58c16591dfc8d49f215ee8a584a8f99,5,flash_nor_get_size,,,,12,
05-d717a1a113a31812f8cc5345af783fc7,5,uarte_nrfx_err_check,14,14,0.0,14,0.0
05-d7dbd37e1c93222c400c0b4877a1b251,5,init_saadc,68,68,0.0,76,11.76
05-d82ea336510e19b1a09edc848bae4027,5,__init___device_dts_ord_3,8,8,0.0,8,0.0
05-d952d6c18487ede27d3040265f060d8a,5,pwm_handler,2,2,0.0,2,0.0
05-d95d8682758947233eb39158fba90b00,5,gpio_nrfx_pin_interrupt_configure,228,228,0.0,228,0.0
05-d9b7952f88e6267fb3ab9685905870a6,5,__pinctrl_states__device_dts_ord_107,,8,,,
05-d9ca0db7a5685033e21c01df834f78f7,5,__pinctrl_state_pins_0__device_dts_ord_77,,,,8,
05-dabb30581907e76f7119833f7820d5a9,5,ecc.c,640,640,0.0,1116,74.37
05-dae171df425e85ef413681b3e6c3126f,5,flash_page_foreach,88,88,0.0,88,0.0
05-dbc9dde73a656e22c72bddb2e8aa13de,5,minimal_erase_types,8,8,0.0,8,0.0
05-dbdec1f2df92b57fa3cef80445426a24,5,fatal.c,120,120,0.0,120,0.0
05-dc5203f0f5920c58fefa02f6737f2114,5,__devstate_dts_ord_122,,2,,,
05-de280efc6b643d1063d99925be800e31,5,__pinctrl_states__device_dts_ord_76,8,8,0.0,,
05-de3fc621e828818cfab0b9bbf3d3b06b,5,clkstarted_handle.constprop.0,76,76,0.0,76,0.0
05-df6ef2de3a02a63db849f0d1e0d7b0b7,5,arch_printk_char_out,4,4,0.0,4,0.0
05-df80004dc989e2aa4801eab24b0bfc4e,5,__pinctrl_dev_config__device_dts_ord_109,,,,12,
05-e04c3ca74988cd69560e24e25ab08968,5,__init___device_dts_ord_123,,8,,,
05-e06db2a0616153ae3c500f828eed8c2a,5,soc.c,216,212,-1.85,232,7.41
05-e09b2a7eda7acafa053e748ecfd3aa26,5,entropy_bt_get_entropy,30,30,0.0,8,-73.33
05-e107301df58fa949c5d521c4d5ad04d6,5,nrf_rram_read,44,44,0.0,44,0.0
05-e11e35424a738651371641b01cfb736d,5,net_buf_simple_tailroom,16,16,0.0,16,0.0
05-e1a08289fd858b78107fa3133acde1f4,5,__init___device_dts_ord_65,8,8,0.0,,
05-e1c7e035397159b8d0150d0d8fae1807,5,addr.c,58,58,0.0,58,0.0
05-e1e0e65e5e015ebdb7a6117f1bc03601,5,adc_context_on_timer_expired,38,38,0.0,38,0.0
05-e1ec6eca3f825d5e58bab2ee9bfd69e4,5,__pinctrl_dev_config__device_dts_ord_95,,12,,,
05-e2792d4b572d8268b8db1cb9cfb11064,5,__pinctrl_dev_config__device_dts_ord_96,,,,12,
05-e2d28b283b0516794ccf0741e0abcaf7,5,pinctrl_configure_pins,360,360,0.0,360,0.0
05-e2f2ae54a26c2b677a5fe076a49fe1ef,5,mem_to_chunkid,20,20,0.0,20,0.0
05-e319ac385b679e8efb99337c2b1eb54b,5,process_event,824,824,0.0,824,0.0
