uuid,level,name,std2.8.0,std2.9.0,std2.9.0(%),std3.0.1,std3.0.1(%)
04-406b1fcdef03b1b851048a9adada3087,4,sys_work_q_stack,2048,2048,0.0,2048,0.0
04-40c0e45b5ad2bc6402587f5d8765de60,4,entropy_psa_crypto.c,2,2,0.0,2,0.0
04-602e87fa8ebae555adf03ffe27591545,4,curr_tick,8,8,0.0,8,0.0
04-6336d99903574ff6e38d01c445f5fc9e,4,clock_control_nrf.c,94,94,0.0,94,0.0
04-6380411d2e805939d6781aeec5f506db,4,nrf_grtc_timer.c,28,28,0.0,28,0.0
04-67b3dba8bc6778101892eb77249db32e,4,host,11333,11333,0.0,12197,7.62
04-6a7703c3bb443faa5e96e8c476255b02,4,spi_nrfx_spim.c,276,276,0.0,276,0.0
04-6bd45937ec0026e465235338523e800a,4,announce_remaining,4,4,0.0,4,0.0
04-7241f0f260f968f2eb5ca7ccb5a3ec92,4,z_idle_stacks,320,320,0.0,320,0.0
04-7c26887e06ba7c4496482fabd215c14a,4,timeout_lock,4,4,0.0,4,0.0
04-7d6a57b5a3369e15e7f6024b8cf49ef0,4,nrf_security,340,340,0.0,1056,210.59
04-92025a6bbc24069585f43dbc7ac78baa,4,soc_flash_nrf_rram.c,26,26,0.0,26,0.0
04-95182de24bda8246dab1308c6402124f,4,slice_expired,1,1,0.0,1,0.0
04-9abfc3fa0a586782b875ee02ad45dcd8,4,bluetooth,6044,6044,0.0,4807,-20.47
04-9ac8e510593503cb484a6ea4683a3c1d,4,pending_current,4,4,0.0,4,0.0
04-9efab2399c7c560b34de477b9aa0a465,4,common,12,12,0.0,12,0.0
04-9f68a75e11cebf699b1d7457054d6746,4,slice_ticks,4,4,0.0,4,0.0
04-a48b642872cfcda1a753a5d05a8d8e88,4,adc_nrfx_saadc.c,178,178,0.0,178,0.0
04-a73a9b8e5d8d3fa731beb737a75d1c58,4,spi_nor.c,34,34,0.0,34,0.0
04-a74ad8dfacd4f985eb3977517615ce25,4,core,25,25,0.0,25,0.0
04-a94562fb46c3ca23d4dd8798cc3464cf,4,nordic,432,432,0.0,432,0.0
04-b456f2346b6752957e18fd81c69e56b1,4,dk_buttons_and_leds,102,102,0.0,102,0.0
04-ca0ab8dd379da44e2d48ef730747425e,4,ws-turkana,916,916,0.0,936,2.18
04-d48072853a82be2b43d5af26d8276885,4,buf.c,4,4,0.0,4,0.0
04-d58685e6db52287094b00c96d62605c8,4,z_sys_post_kernel,1,1,0.0,1,0.0
04-d71e2d12ea7b9c3e19c5404fb18de838,4,mpsl,72,72,0.0,72,0.0
04-d907c9d36f2a2156a55611226b6b4d68,4,partition_manager,4,4,0.0,4,0.0
04-dce7c4174ce9323904a934a486c41288,4,lock,4,4,0.0,4,0.0
04-dfe7d64be70fc30671bc0254474973d7,4,pending_cancels,8,8,0.0,8,0.0
04-e32a05dc146c73554e22d0061d9c22fd,4,gpio_nrfx.c,42,42,0.0,42,0.0
04-e69fc044c95c8428153b5620f261b52b,4,uart_nrfx_uarte.c,12,12,0.0,12,0.0
04-ec2b50531efeab5dfd9b4a3d25eb3940,4,mbedtls,,,,40,
04-ed69fffe82ca77cb0a39f7c9b3cba422,4,entropy_bt_hci.c,2,2,0.0,2,0.0
04-fc93f5a27cc9ce9c2a996394aac31458,4,picolibc,20,20,0.0,20,0.0
04-ffa0e65be8cb0a1c40ee032a55c10003,4,last_section_id.c,,,,4,
05-07635adc1cf8a699e35294d8805d74b8,5,spi_nor_0_data,32,32,0.0,32,0.0
05-08a0b0c1a3b00d7bdbd9ef1ffd26be5c,5,__devstate_dts_ord_63,,,,2,
05-0ab580515fa53ea5618fb019bdcbe78a,5,__devstate_dts_ord_76,2,2,0.0,,
05-0ce5a839c6697183a7ace128ef4d6f0a,5,hci_core.c,2695,2695,0.0,2695,0.0
05-141b060208b774ab2db09b89894503d4,5,gpio_nrfx_p1_data,12,12,0.0,12,0.0
05-14f4b9b19a91d8fb2d34e685cc80253e,5,__devstate_dts_ord_123,,2,,,
05-1ae2c99e41c81e3ec01ec001bdf38ffc,5,conn.c,1256,1256,0.0,1256,0.0
05-1be5f6a596af7652897dd54fcde7c189,5,flash_sync,68,68,0.0,68,0.0
05-213c7980207cea7201cff8d664caf150,5,clock_control,4,4,0.0,4,0.0
05-223126d52d14098a1bf0d77e54f4d39d,5,keys.c,276,276,0.0,192,-30.43
05-25d902c24283ab8cfbac54dfa101ad31,5,src,340,340,0.0,1056,210.59
05-2ba54e8ccf33cac1c84b2cb92c088fd6,5,spim_00_rx_buffer,8,8,0.0,8,0.0
05-2e085b327d52d6817683c62917963083,5,__devstate_dts_ord_124,,,,2,
05-305edcea222759244e2546491dcc688d,5,__devstate_dts_ord_107,,2,,,
05-322a86d26ab160d4c8b6a3b2d50b3bf9,5,spim_21_tx_buffer,8,8,0.0,8,0.0
05-35c6c7cd5d0fbe9a47b8741502adac3e,5,uarte20_poll_out_byte,1,1,0.0,1,0.0
05-3663f30d0fd5f056f0d10f60df184ee0,5,__devstate_dts_ord_129,,,,2,
05-36cd38f49b9afa08222c0dc9ebfe35eb,5,source,12,12,0.0,12,0.0
05-375143ef44e3ba1305e0dc44507edf98,5,__devstate_dts_ord_23,,,,2,
05-3a398a246c2152d9ecc35b059c0da1f1,5,hfclk_users,4,4,0.0,4,0.0
05-3b2ab53730c3cb050313332581a550d4,5,__devstate_dts_ord_65,2,2,0.0,,
05-3b834c10274f71700dcb6c2f8af2d2f1,5,uarte_20_data,8,8,0.0,8,0.0
05-3f3420183b97e7fc70787329e87ae271,5,__devstate_dts_ord_57,2,2,0.0,,
05-4138286011595231471301e4e7239b2f,5,__devstate_dts_ord_127,,2,,,
05-4ba36ce0c1a3ae1f2b323a679baafe1e,5,settings_zms.c,20,20,0.0,28,40.0
05-4e9c2fdc9e3a954b525a147542743848,5,__devstate_dts_ord_10,2,2,0.0,2,0.0
05-531a60f76bf728d40f7575364f7aa5ab,5,spim_21_rx_buffer,8,8,0.0,8,0.0
05-591febb60f779eccd660c80d59c1b21e,5,settings.c,20,20,0.0,20,0.0
05-594c103f2c6e04c3d8ab059f031e0c1a,5,controller,5680,5680,0.0,4443,-21.78
05-5df5f25d239e858cb4e24e4f7ca94f43,5,twim_22_data,52,52,0.0,52,0.0
05-5fb9956d0fd977f632b1424a3c8c269c,5,__devstate_dts_ord_96,,,,2,
05-6ae03908869584f7682bc534549a1e45,5,gatt_pool.c,364,364,0.0,364,0.0
05-6eef051a28f65218942eda7c5aa2d56d,5,__devstate_dts_ord_64,2,2,0.0,2,0.0
05-6f371269c6db27c5f47c3ef8ed039216,5,__devstate_dts_ord_95,,2,,,
05-70cbd484a62adb62adbb9ad3ff47d4e4,5,last_id,,,,4,
05-74fe028e1cf2682f24d1337d8225e72f,5,att.c,1716,1716,0.0,1716,0.0
05-791daa80c1f82f33324349814bf7902b,5,uarte20_poll_in_byte,1,1,0.0,1,0.0
05-7e5a94bff396dcd7b4845cc063cc1561,5,__devstate_dts_ord_4,2,2,0.0,2,0.0
05-89599dfb3ca3802c7110a55f92f3b144,5,tls.c,4,4,0.0,4,0.0
05-8a97a2266a2751fb4967e9ccc4f50157,5,mpu,21,21,0.0,21,0.0
05-8d5d038458897db990fa15a70833f149,5,net_buf_slist_lock,4,4,0.0,4,0.0
05-8d777f385d3dfec8815d20f7496026dc,5,data,88,88,0.0,88,0.0
05-8e4389327718b33af1bb4cadfab3be6b,5,__devstate_dts_ord_109,,,,2,
05-8f91fbedf52eaed1f4cc1623a1c55821,5,_char_out,4,4,0.0,4,0.0
05-8fe6ff2222eecfc2dfa9866f24dadb6d,5,logi_reference,916,916,0.0,936,2.18
05-90885e828dec6440cd63177e5f846927,5,__devstate_dts_ord_3,2,2,0.0,2,0.0
05-9398504ce67133a47701811500ea287c,5,long_wq.c,1480,1480,0.0,2280,54.05
05-97831a6eb11a15f7a25a4141e2c475ac,5,gatt.c,646,646,0.0,646,0.0
05-981b7c7a3d368caeed04eda17090d294,5,__devstate_dts_ord_12,2,2,0.0,2,0.0
05-98746e391988360c6f3b9e13ec0171ed,5,spi_21_data,120,120,0.0,120,0.0
05-98b864f23f3d4dc63691048961c1f58b,5,gpio_nrfx_p0_data,12,12,0.0,12,0.0
05-99734ee94b6a9f3302720a1b10815c11,5,pwm_20_seq_values,8,8,0.0,8,0.0
05-9d285212e15f8855b1807de7684ab355,5,spim_00_tx_buffer,8,8,0.0,8,0.0
05-9e6b03c625156d07cb9b2719cb560ebf,5,int_mask,4,4,0.0,4,0.0
05-9e9fade9d3c78f6b72965c09224738a0,5,dis.c,7,7,0.0,7,0.0
05-9f04705cc208a4563653860cda184563,5,__devstate_dts_ord_77,,,,2,
05-9fa0933e679ea9ff61911075ccebb63a,5,gpio_nrfx_p2_data,12,12,0.0,12,0.0
05-a30223bf03ce5ffdd2ba113236fc71e8,5,__devstate_dts_ord_125,,,,2,
05-a97a7925f11e7dc999932ffc3e3921b3,5,__devstate_dts_ord_56,,,,2,
05-abf969df36ed1c8ba7e97c29b6b1b306,5,flash_map_partition_manager.c,4,4,0.0,4,0.0
05-ac268a1463567bf8154302545d180577,5,sem_lock,24,24,0.0,24,0.0
05-adb079ab64836ec7334193ad35cc3002,5,last_count,8,8,0.0,8,0.0
05-ade4453f65f18c45d036abcd0a08582c,5,l2cap.c,264,264,0.0,264,0.0
05-ae88474eccb46d22663119870e935b7c,5,__devstate_dts_ord_119,2,,,,
05-b26e805ab8357db651a9f4b3cf17de51,5,multithreading_lock.c,20,20,0.0,20,0.0
05-b984df657ccb60f706a50c620659022e,5,dk_buttons_and_leds.c,102,102,0.0,102,0.0
05-bd29e06856eeb7eca5aedf30713f6608,5,system_clock_channel_data,12,12,0.0,12,0.0
05-bf9e3c21a24d9d5a3de1ffb33d6efe5d,5,m_data,176,176,0.0,176,0.0
05-c107832deff789fa35d94f4ae7027ac8,5,__devstate_dts_ord_87,2,,,,
05-c76608fc65c3b715e821fcd8975b5fec,5,__devstate_dts_ord_99,2,,,,
05-c846717714be0f48e69670efec6ca179,5,smp.c,1184,1184,0.0,1196,1.01
05-ca273a21fc8a4ffa128a374aa0a3f3b5,5,settings_init.c,1,1,0.0,1,0.0
05-ca6450937e576b9641e9fdb222077511,5,spi_00_data,120,120,0.0,120,0.0
05-cf391fa5dd4b9b25df8b9b393df876a6,5,stdio.c,,,,20,
05-d48072853a82be2b43d5af26d8276885,5,buf.c,1724,1724,0.0,1728,0.23
05-d521f765a49c72507257a2620612ee96,5,library,1428,1428,0.0,1432,0.28
05-dabb30581907e76f7119833f7820d5a9,5,ecc.c,76,76,0.0,208,173.68
05-dc5203f0f5920c58fefa02f6737f2114,5,__devstate_dts_ord_122,,2,,,
05-dce7c4174ce9323904a934a486c41288,5,lock,4,4,0.0,4,0.0
05-e37f0136aa3ffaf149b351f6a4c948e9,5,init,1140,1140,0.0,1140,0.0
05-e4f6d9451674bd6366212418bd4eca16,5,__devstate_dts_ord_24,2,2,0.0,,
05-e545bc6484d35cf681ba560fc75ca2de,5,__devstate_dts_ord_115,2,,,,
05-f1aa454de46689fa1cff1f67a50b5bbf,5,pwm_nrfx_20_data,8,8,0.0,8,0.0
05-f6e660ced42e946f69a41cc473d923cc,5,bas,1,1,0.0,1,0.0
05-f7149e18d15a6f23097d8b5250df1ba5,5,__devstate_dts_ord_114,2,,,,
05-f839e7fddc52c8f8d6a6151f0f9e0948,5,twim_22_msg_buf,16,16,0.0,16,0.0
05-f875b8de88c3321dc43979c49ef9a6f1,5,libc-hooks.c,20,20,0.0,,
05-f924938e7ce8a30fe1dcaca86ac7d47b,5,nrfx,432,432,0.0,432,0.0
06-03d48c0543da06248a8d283a22d7e310,6,pub_key,64,64,0.0,64,0.0
06-093fb9fd7ac90b24c42f02a717915a96,6,bt_smp_pool,1152,1152,0.0,1152,0.0
06-0a9182c80cff8acfa39a44ea86613056,6,conn_tx,24,24,0.0,24,0.0
06-0d30757206255e6331cba5ae1b9aecec,6,bas.c,1,1,0.0,1,0.0
06-0f85e9215830daf3600468a741647a3f,6,mpsl_lock,20,20,0.0,20,0.0
06-10aec35353f9c4096a71c38654c3d402,6,cancel,28,28,0.0,28,0.0
06-11b8cc1248ac83974fd0a5baed784499,6,memory_buffer_alloc.c,,,,40,
06-11e58088702fbcb5b7356e4dde5d11c8,6,pending_recycled_events,24,24,0.0,24,0.0
06-14fd9cff29ab3def8e0ac9fcf7eaf4b6,6,gatt_sc,88,88,0.0,88,0.0
06-15a9c5522d179884c1dc35202bce8ba7,6,flash_map,4,4,0.0,4,0.0
06-1c987e58b73dcf137d6cf963b03fc4d8,6,net_buf_data_sync_evt_pool,258,258,0.0,258,0.0
06-1d550ab5c05d76dff8cf9e7b0c285562,6,acl_conns,624,624,0.0,624,0.0
06-1eeb597ae5b2378ac64687f6ac033dea,6,chrc_pool,8,8,0.0,8,0.0
06-20df077963dd2147ae4c18b4c44a3445,6,__stdout,16,16,0.0,16,0.0
06-21e3414514e6514ab4f00b9624e2b8cb,6,net_buf_data_acl_tx_pool,148,148,0.0,148,0.0
06-228203043903db54abb94f6265954f79,6,cf_cfg,96,96,0.0,96,0.0
06-2318e7ee33268445a722331053f937e0,6,acl_tx_pool,52,52,0.0,52,0.0
06-24f34957bcb53b18e335d802761c8220,6,buttons_scan,48,48,0.0,48,0.0
06-26054f2b93ddcda166f4ee6fd63d216a,6,psa_crypto.c,8,8,0.0,8,0.0
06-27367b055a5dcfb138e28b8a4941f83b,6,flash_sync_mpsl.c,68,68,0.0,68,0.0
06-2d9ac9d013a9d0c281e0d9497aa65919,6,z_arm_tls_ptr,4,4,0.0,4,0.0
06-36c721bce7ebb1590e883b974a287477,6,stdlib,12,12,0.0,12,0.0
06-38bc2537b3da74055564899c14bb7e5b,6,hci_cmd_pool,52,52,0.0,52,0.0
06-393461184f75407588ce36b924b824c3,6,_net_buf_acl_tx_pool,80,80,0.0,80,0.0
06-3bb4925f255d09ae10b4592f922cc5ab,6,buf_rx_freed_cb,,,,4,
06-3eedbbe64a9375b756c5a3304928e466,6,rx_work,16,16,0.0,16,0.0
06-3f59e118199eb167750d1b2a223560d8,6,gatt_flags,4,4,0.0,4,0.0
06-40f5e378ac7f8a1f8421222d9960c5f7,6,procedures_on_connect,16,16,0.0,16,0.0
06-44030823eb9c6bd6fa6bdd2a149ed9ce,6,store_id_work,16,16,0.0,16,0.0
06-457a9b28bd543c596f56d8b0742e4e35,6,nrfx_clock_mpsl.c,4,4,0.0,4,0.0
06-45dc2c7a024ae0030919e5a73ee5d190,6,net_buf_data_att_pool,380,380,0.0,380,0.0
06-4928d0d34b0de745d86970e3f359d92f,6,bt_long_wq,176,176,0.0,176,0.0
06-4e5868d676cb634aa75b125a0f741abf,6,flags,,,,4,
06-4f3664d6a7223961c61c8fe0708c5f1d,6,last_static_handle,2,2,0.0,2,0.0
06-50028adf0338f63f0a559b136cffd118,6,free_tx,28,28,0.0,28,0.0
06-50d211e859046907a51c6d470bdcf12e,6,sc_local_pkey_ready,24,24,0.0,,
06-5147bae377aaab339bdf8be6028cf3b0,6,ecdh.c,1164,1164,0.0,,
06-550ea85304addc4e7a5562d994752489,6,p_hids_base,916,916,0.0,936,2.18
